Circulating Library,Destination Library,Transit ID
Northern Cambria Public Library,Abington Community Library,19
Northern Cambria Public Library,Albright Memorial Library,25
Northern Cambria Public Library,Altoona Area Public Library,16
Northern Cambria Public Library,Beaverdale Public Library,14
Northern Cambria Public Library,Bellwood-Antis Public Library,1
Northern Cambria Public Library,Cambria County Library,68
Northern Cambria Public Library,Carbondale Public Library,4
Northern Cambria Public Library,Carrolltown Public Library,12
Northern Cambria Public Library,Claysburg Area Public Library,1
Northern Cambria Public Library,Cresson Public Library,6
Northern Cambria Public Library,Dalton Community Library,6
Northern Cambria Public Library,Ebensburg Public Library,21
Northern Cambria Public Library,Gallitzin Public Library,7
Northern Cambria Public Library,Highland Community Library,61
Northern Cambria Public Library,Hollidaysburg Area Public Library,11
Northern Cambria Public Library,Lackawanna County Children's Library,6
Northern Cambria Public Library,Lilly Washington Public Library,11
Northern Cambria Public Library,Martinsburg Community Library,3
Northern Cambria Public Library,Mary S. Biesecker Main Library,3
Northern Cambria Public Library,Nancy Kay Holmes Branch Library,3
Northern Cambria Public Library,Nanty Glo Public Library,16
Northern Cambria Public Library,North Pocono Public Library,31
Northern Cambria Public Library,Northern Cambria Public Library,1
Northern Cambria Public Library,Patton Public Library,11
Northern Cambria Public Library,Portage Public Library,19
Northern Cambria Public Library,Roaring Spring Community Library,5
Northern Cambria Public Library,Somerset County Bookmobile,4
Northern Cambria Public Library,Somerset County Library,1
Northern Cambria Public Library,South Fork Public Library,1
Northern Cambria Public Library,Taylor Community Library,9
Northern Cambria Public Library,Tyrone-Snyder Public Library,6
Northern Cambria Public Library,Valley Community Library,17
Northern Cambria Public Library,Windber Public Library,1
Northern Wayne Community Library,Abington Community Library,29
Northern Wayne Community Library,Albright Memorial Library,11
Northern Wayne Community Library,Bethany Public Library,4
Northern Wayne Community Library,Carbondale Public Library,4
Northern Wayne Community Library,Dalton Community Library,3
Northern Wayne Community Library,Dingman Township Library,93
Northern Wayne Community Library,Forest City,4
Northern Wayne Community Library,Hallstead - Great Bend,10
Northern Wayne Community Library,Hamlin Library,89
Northern Wayne Community Library,Hawley Public Library,124
Northern Wayne Community Library,Home Delivery,5
Northern Wayne Community Library,Milford Library,281
Northern Wayne Community Library,Montrose,11
Northern Wayne Community Library,Nancy Kay Holmes Branch Library,11
Northern Wayne Community Library,Newfoundland Area Library,78
Northern Wayne Community Library,North Pocono Public Library,11
Northern Wayne Community Library,Northern Wayne Community Library,2
Northern Wayne Community Library,Pleasant Mount Library,47
Northern Wayne Community Library,Susquehanna,11
Northern Wayne Community Library,Taylor Community Library,10
Northern Wayne Community Library,Tunkhannock Public Library,19
Northern Wayne Community Library,Valley Community Library,4
Northern Wayne Community Library,Wayne County Public Library,273
Oswayo Valley Memorial Library,Blossburg Memorial Library,12
Oswayo Valley Memorial Library,Coudersport Public Library,8
Oswayo Valley Memorial Library,Elkland Area Community Library,3
Oswayo Valley Memorial Library,Galeton Public Library,4
Oswayo Valley Memorial Library,Genesee Area Library,5
Oswayo Valley Memorial Library,Green Free Library (Wellsboro),41
Oswayo Valley Memorial Library,Knoxville Public Library,2
Oswayo Valley Memorial Library,Mansfield Free Public Library,14
Oswayo Valley Memorial Library,Oswayo Valley Memorial Library,2
Oswayo Valley Memorial Library,Ulysses Library Association,3
Oswayo Valley Memorial Library,Westfield Public Library,1
Palmerton Area Library,Allentown Public Library,84
Palmerton Area Library,Bangor Public Library,44
Palmerton Area Library,Barrett Paradise Friendly Library,26
Palmerton Area Library,Bethlehem Bookmobile,20
Palmerton Area Library,Bethlehem Coolidge Branch,32
Palmerton Area Library,Bethlehem Main Library,192
Palmerton Area Library,Bethlehem South Side Branch,26
Palmerton Area Library,Clymer Library,21
Palmerton Area Library,Coplay Public Library,58
Palmerton Area Library,Dimmick Main Library,65
Palmerton Area Library,Easton Main Library,70
Palmerton Area Library,Easton Palmer Branch,85
Palmerton Area Library,Emmaus Public Library,440
Palmerton Area Library,Hughes Library,87
Palmerton Area Library,Lehighton Area Memorial Library,198
Palmerton Area Library,Lower Macungie Library,1067
Palmerton Area Library,Monroe County Bookmobile,11
Palmerton Area Library,Palmerton Area Library,23
Palmerton Area Library,Parkland Community Library,1524
Palmerton Area Library,Penn-Kidder Branch,41
Palmerton Area Library,Pocono Mountain Public Library,9
Palmerton Area Library,Pocono Township Branch,18
Palmerton Area Library,Public Library of Catasauqua,169
Palmerton Area Library,Slatington Public Library,65
Palmerton Area Library,Smithfield Branch,46
Palmerton Area Library,Southern Lehigh Public Library,542
Palmerton Area Library,Western Pocono Community Library,40
Palmerton Area Library,Whitehall Township Public Library,399
Parkland Community Library,Allentown Public Library,103
Parkland Community Library,Bangor Public Library,63
Parkland Community Library,Barrett Paradise Friendly Library,26
Parkland Community Library,Bethlehem Bookmobile,24
Parkland Community Library,Bethlehem Coolidge Branch,31
Parkland Community Library,Bethlehem Main Library,246
Parkland Community Library,Bethlehem South Side Branch,24
Parkland Community Library,Clymer Library,15
Parkland Community Library,Coplay Public Library,57
Parkland Community Library,Dimmick Main Library,92
Parkland Community Library,Easton Main Library,87
Parkland Community Library,Easton Palmer Branch,78
Parkland Community Library,Emmaus Public Library,580
Parkland Community Library,Hughes Library,142
Parkland Community Library,Lehighton Area Memorial Library,244
Parkland Community Library,Lower Macungie Library,1264
Parkland Community Library,Monroe County Bookmobile,17
Parkland Community Library,Palmerton Area Library,152
Parkland Community Library,Parkland Community Library,197
Parkland Community Library,Penn-Kidder Branch,62
Parkland Community Library,Pocono Mountain Public Library,24
Parkland Community Library,Pocono Township Branch,24
Parkland Community Library,Public Library of Catasauqua,184
Parkland Community Library,Slatington Public Library,71
Parkland Community Library,Smithfield Branch,93
Parkland Community Library,Southern Lehigh Public Library,650
Parkland Community Library,Western Pocono Community Library,38
Parkland Community Library,Whitehall Township Public Library,464
Patton Public Library,Abington Community Library,30
Patton Public Library,Albright Memorial Library,27
Patton Public Library,Altoona Area Public Library,12
Patton Public Library,Beaverdale Public Library,26
Patton Public Library,Bellwood-Antis Public Library,1
Patton Public Library,Cambria County Library,67
Patton Public Library,Carbondale Public Library,3
Patton Public Library,Carrolltown Public Library,11
Patton Public Library,Claysburg Area Public Library,1
Patton Public Library,Conemaugh Township Branch,1
Patton Public Library,Cresson Public Library,5
Patton Public Library,Dalton Community Library,2
Patton Public Library,Ebensburg Public Library,22
Patton Public Library,Gallitzin Public Library,3
Patton Public Library,Hastings Public Library,1
Patton Public Library,Highland Community Library,62
Patton Public Library,Hollidaysburg Area Public Library,5
Patton Public Library,Home Delivery,4
Patton Public Library,Lackawanna County Children's Library,5
Patton Public Library,Lilly Washington Public Library,8
Patton Public Library,Martinsburg Community Library,3
Patton Public Library,Nancy Kay Holmes Branch Library,3
Patton Public Library,Nanty Glo Public Library,21
Patton Public Library,North Pocono Public Library,16
Patton Public Library,Northern Cambria Public Library,7
Patton Public Library,Patton Public Library,2
Patton Public Library,Portage Public Library,23
Patton Public Library,Roaring Spring Community Library,2
Patton Public Library,Somerset County Bookmobile,5
Patton Public Library,Somerset County Library,3
Patton Public Library,South Fork Public Library,3
Patton Public Library,Taylor Community Library,13
Patton Public Library,Tyrone-Snyder Public Library,11
Patton Public Library,Valley Community Library,19
Paul Smith Library of Southern York County,Arthur Hufnagel Public Library,39
Paul Smith Library of Southern York County,Carroll Valley Library,107
Paul Smith Library of Southern York County,Collinsville Community Library,338
Paul Smith Library of Southern York County,Dillsburg Area Public Library,934
Paul Smith Library of Southern York County,Dover Area Community Library,1610
Paul Smith Library of Southern York County,Gettysburg Library,261
Paul Smith Library of Southern York County,Glatfelter Memorial Library,704
Paul Smith Library of Southern York County,Guthrie Memorial Library: Hanover's Public Library,1389
Paul Smith Library of Southern York County,Harbaugh-Thomas Library (Biglerville),139
Paul Smith Library of Southern York County,Kaltreider-Benfer Library,1309
Paul Smith Library of Southern York County,Kreutz Creek Valley Library,1199
Paul Smith Library of Southern York County,Lincoln Charter School,24
Paul Smith Library of Southern York County,Littlestown Library,143
Paul Smith Library of Southern York County,Manchester Township,235
Paul Smith Library of Southern York County,Martin Library,1094
Paul Smith Library of Southern York County,Mason-Dixon Public Library,450
Paul Smith Library of Southern York County,New Oxford Library,131
Paul Smith Library of Southern York County,Paul Smith Library of Southern York County,332
Paul Smith Library of Southern York County,Red Land Community Library,525
Paul Smith Library of Southern York County,Springettsbury Township,154
Paul Smith Library of Southern York County,Trone Memorial Library (East Berlin),122
Paul Smith Library of Southern York County,Village Library,1256
Paul Smith Library of Southern York County,York Academy Regional Charter School- Lower School ,32
Paul Smith Library of Southern York County,York Academy Regional Charter School- Upper School,18
Paul Smith Library of Southern York County,York Literacy Institute,1
Penn-Kidder Branch,Allentown Public Library,10
Penn-Kidder Branch,Bangor Public Library,6
Penn-Kidder Branch,Barrett Paradise Friendly Library,3
Penn-Kidder Branch,Bethlehem Bookmobile,1
Penn-Kidder Branch,Bethlehem Coolidge Branch,6
Penn-Kidder Branch,Bethlehem Main Library,19
Penn-Kidder Branch,Bethlehem South Side Branch,2
Penn-Kidder Branch,Coplay Public Library,5
Penn-Kidder Branch,Dimmick Main Library,54
Penn-Kidder Branch,Easton Main Library,14
Penn-Kidder Branch,Easton Palmer Branch,13
Penn-Kidder Branch,Emmaus Public Library,44
Penn-Kidder Branch,Hughes Library,7
Penn-Kidder Branch,Lehighton Area Memorial Library,25
Penn-Kidder Branch,Lower Macungie Library,153
Penn-Kidder Branch,Monroe County Bookmobile,1
Penn-Kidder Branch,Palmerton Area Library,11
Penn-Kidder Branch,Parkland Community Library,194
Penn-Kidder Branch,Penn-Kidder Branch,1
Penn-Kidder Branch,Pocono Mountain Public Library,1
Penn-Kidder Branch,Pocono Township Branch,2
Penn-Kidder Branch,Public Library of Catasauqua,19
